RecordID|Autor|Titel|Aufl.|Jahr|ISBN|SPRACHE|Fach|Signatur|URL
001599405|Tsimerman, Mosheh|Die deutschen Juden 1914 - 1945||1997|978-3-486-70207-1|ger|cofz , text , lb34  BSO ,|NB 2000 T882|http://dx.doi.org/10.1524/9783486702071
001628186|Walker, Wolf-Dietrich|Allgemeines Schuldrecht|37., aktualisierte Aufl.|2013||ger|cofz , text , lb09  BSO ,|PD 3606 B885(37)|http://ebibliothek.beck.de/?vpath=bibdata/komm/BrWaAllSchHdbBGB%5F37/cont/BrWaAllSchHdbBGB.htm
001628182|Walker, Wolf-Dietrich|Besonderes Schuldrecht|37., aktualisierte Aufl.|2013||ger|cofz , text , lb09  BSO ,|PD 4306 B885(37)|http://ebibliothek.beck.de/?vpath=bibdata/komm/BrWaBesSchHdbBGB%5F37/cont/BrWaBesSchHdbBGB.htm
001600532|Welke, Klaus|Einführung in die Satzanalyse||2007|3-11-018937-2|ger|cofz , text , lb29  BSO ,|GC 7246 W446|http://www.degruyter.com/viewbooktoc/product/62100
001700166|Wessler, Hartmut|Transnationalization of public spheres|1. publ.|2008|0-230-00837-2|eng|cofz , text , lb06  BSO ,|MS 7850 W515|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10298434
001384947|Wieling, Hans Josef|Bereicherungsrecht|Vierte, aktualisierte Auflage|2007|978-3-540-36928-8|ger|cofz , text , lb34  BSO ,|PD 6006 W646(4)|http://dx.doi.org/10.1007/978-3-540-36928-8
001384962|Wieling, Hans Josef|Sachenrecht|Fünfte, überarbeitete Auflage|2007|978-3-540-37404-6|ger|cofz , text , lb09  BSO ,|PD 6206 W646(5)|http://dx.doi.org/10.1007/978-3-540-37404-6
001600745|Wilhelm, Jan|Kapitalgesellschaftsrecht|3., neu bearb. und erw. Aufl.|2009|978-3-89949-461-7|ger|cofz , text , lb09  BSO ,|PE 397 W678(3)|http://www.degruyter.com/viewbooktoc/product/41643
001628185|Windbichler, Christine|Gesellschaftsrecht|23., völlig neu bearb. Aufl. / des von Alfred Hueck begr. und in der 18. und 19. Aufl. von Götz Hueck bearb. Werkes|2013||ger|cofz , text , lb09  BSO ,|PE 375 H887(23)|http://ebibliothek.beck.de/?vpath=/bibdata/komm/winhdbgesr%5F23/cont/winhdbgesr.htm
001461659|Winker, Peter|Empirische Wirtschaftsforschung und Ökonometrie||2010|978-3-642-14507-0|ger|cofz , text , lb08  BSO ,|QH 240 W774|http://dx.doi.org/10.1007/978-3-642-14507-0
001388734|Winter, Carsten|Theorien der Kommunikations- und Medienwissenschaft||2008|978-3-531-90778-9|ger|cofz , text , lb01  BSO ,|AP 13550 W784|http://dx.doi.org/10.1007/978-3-531-90778-9
001383854|Winter, Wolfgang|Wissenschaftliche Arbeiten schreiben|2., aktualis. Aufl.|2005|3-636-01276-2|ger|cofz , text , lb01  BSO ,|AK 39580 W787|http://ebooks.ciando.com/book/index.cfm/bok%5Fid/6880
001515502|Wittchen, Hans-Ulrich|Klinische Psychologie & Psychotherapie|2., überarbeitete und erweiterte Auflage|2011|978-3-642-13018-2|ger|cofz , text , lb03  BSO ,|CU 1000 W827(2)|http://dx.doi.org/10.1007/978-3-642-13018-2
001504221|Wolf, Christof|Handbuch der sozialwissenschaftlichen Datenanalyse||2010|978-3-531-92038-2|ger|cofz , text , lb06  BSO ,|MR 2200 W853|http://dx.doi.org/10.1007/978-3-531-92038-2
001526146|Wolf, Manfred|Sachenrecht|25. völlig überarb. Aufl.|2010||ger|cofz , text , lb09  BSO ,|PD 6206 W854(25)|http://ebibliothek.beck.de/?vpath=bibdata/komm/WoWeSaHdbBGB%5F25/cont/WoWeSaHdbBGB.htm
001636205|Wolf, Manfred|Sachenrecht|28., überarb. Aufl.|2013||ger|cofz , text , lb09  BSO ,|PD 6206 W854(28)|http://ebibliothek.beck.de/?vpath=bibdata/komm/WoWeSaHdbBGB%5F28/cont/WoWeSaHdbBGB.htm
001527082|Wooldridge, Jeffrey M.|Econometric analysis of cross section and panel data|2. ed.|2010|0-262-23258-8|eng|cofz , text , lb08  BSO ,|QH 310 W913(2)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10453042
001683516|Wyatt, Rawdon|Check your English vocabulary for TOEFL||2012|978-1-408-15392-5|eng|cofz , text , lb28  BSO ,|HD 220 W976(4)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10557875
001626812|Wänke, Michaela|Social psychology of consumer behavior||2009|978-1-84169-498-6|eng|cofz , text , lb03  BSO ,|CW 7500 W127|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10285317
001504830||The official guide for GMAT review|11. ed., [Nachdr.]|2009|978-1-4051-4176-5|eng|cofz , text , lb08  BSO ,|QP 371 G733|http://www.myilibrary.com/?id=268847
001600521|||7., neubearb. Aufl.|0||ger|cofz , text , lb09  BSO , druck ,||http://www.degruyter.com/viewbooktoc/product/61659

